order_id,customer_id,order_date,amount,channel,region
ORD0004447,CUST000941,2026-03-07,-7.82,Store,North
ORD0001331,CUST000271,2025-03-31,158.13,Marketplace,South
ORD0013031,CUST002838,2025-12-13,90.77,Web,North
ORD0004640,CUST000984,2026-04-17,10.63,Mobile App,Central
ORD0017636,CUST003831,2025-12-25,0.0,Mobile App,East
ORD0003583,CUST000763,2024-10-07,119.61,Store,West
ORD0004992,CUST001072,2026-01-23,14.98,Web,North
ORD0012754,CUST002781,2026-04-29,67.65,Web,South
ORD0017875,CUST003885,2025-08-01,558.84,Store,West
ORD0018191,CUST003962,2026-08-17,160.14,Store,East
ORD0015641,CUST003370,2026-07-16,24.03,Web,East
ORD0000406,CUST000086,2025-06-24,30.38,Marketplace,North
ORD0013045,CUST002840,2025-03-17,105.9,Mobile App,South
ORD0004124,CUST000876,2024-09-24,81.13,Store,South
ORD0012001,CUST002596,2025-04-02,82.83,Marketplace,South
ORD0017627,CUST003827,2025-08-29,67.23,Store,East
ORD0013863,CUST003011,2026-05-17,48.47,Web,East
ORD0002038,CUST000429,2026-07-02,105.1,Store,East
ORD0001023,CUST000213,2026-03-14,85.69,Mobile App,Central
ORD0007525,CUST001616,2025-10-03,85.14,Store,East
ORD0005225,CUST001125,2026-05-21,58.57,Store,North
ORD0000267,CUST000054,2026-05-16,129.72,Marketplace,West
ORD0010621,CUST002296,2026-07-11,277.76,Store,East
ORD0009542,CUST002064,2025-12-08,76.41,Web,Central
ORD0003828,CUST000808,2025-06-16,25.52,Web,South
ORD0017267,CUST003747,2026-03-02,87.5,Marketplace,East
ORD0011934,CUST002583,2025-09-21,49.73,Store,West
ORD0007884,CUST001699,2026-06-07,648.79,Marketplace,West
ORD0018298,CUST003977,2025-10-29,139.62,Mobile App,East
ORD0002743,CUST000587,2026-07-28,127.31,Mobile App,West
ORD0001264,CUST000264,2024-11-27,52.36,Store,West
ORD0007381,CUST001579,2026-01-10,490.69,Mobile App,North
ORD0003585,CUST000764,2026-04-04,23.27,Marketplace,South
ORD0004904,CUST001048,2025-01-24,24.46,Mobile App,Central
ORD0017938,CUST003899,2026-01-07,78.14,Marketplace,West
ORD0001669,CUST000352,2026-08-29,33.55,Store,East
ORD0008911,CUST001934,2024-11-27,18.55,Store,South
ORD0014976,CUST003236,2026-02-12,121.21,Web,Central
ORD0011219,CUST002416,2026-01-11,37.09,Marketplace,Central
ORD0008337,CUST001803,2026-03-17,43.48,Store,West
ORD0018420,CUST003995,2025-10-28,64.38,Marketplace,Central
ORD0012633,CUST002754,2026-02-16,44.82,Store,South
ORD0005640,CUST001209,2026-01-02,35.35,Mobile App,South
ORD0010247,CUST002209,2024-11-05,57.6,Marketplace,West
ORD0003834,CUST000810,2026-04-09,767.23,Mobile App,East
ORD0005504,CUST001183,2026-07-01,43.66,Marketplace,Central
ORD0009087,CUST001972,2025-11-17,704.82,Web,South
ORD0013478,CUST002925,2026-06-21,112.9,Web,North
ORD0005966,CUST001276,2026-07-25,111.79,Web,West
ORD0014764,CUST003198,2026-07-26,34.01,Web,East
ORD0005925,,2025-03-19,533.4,Marketplace,South
ORD0008143,CUST001758,2025-07-14,1023.74,Web,South
ORD0005849,CUST001253,2025-06-09,300.92,Web,South
ORD0005944,CUST001271,2024-12-08,296.37,Store,Central
ORD0000759,CUST000157,2025-09-19,30.11,Web,North
ORD0006557,CUST001402,2025-05-18,42.6,Mobile App,Central
ORD0007746,CUST001660,2026-03-06,128.6,Marketplace,Central
ORD0013445,CUST002919,2024-12-13,100.92,Store,North
ORD0004982,CUST001069,2025-05-06,80.2,Mobile App,East
ORD0003593,CUST000764,2025-03-02,78.51,Mobile App,South
ORD0008676,CUST001887,2026-04-05,45.8,Store,West
ORD0018315,CUST003978,2024-12-19,46.79,Marketplace,Central
ORD0016028,CUST003454,2025-12-19,50.31,Marketplace,West
ORD0009779,CUST002113,2025-01-26,64.48,Marketplace,North
ORD0014842,CUST003209,2025-03-07,61.76,Marketplace,East
ORD0015906,CUST003428,2025-10-07,24.05,Mobile App,West
ORD0000896,CUST000192,2026-06-02,37.24,Mobile App,South
ORD0017928,CUST003897,2025-12-11,35.13,Store,East
ORD0009250,CUST002008,2024-12-07,21.83,Mobile App,North
ORD0016695,CUST003618,2025-05-07,36.58,Mobile App,North
ORD0001226,CUST000259,2026-01-29,87.83,Marketplace,East
ORD0011270,CUST002424,2026-01-05,54.09,Web,South
ORD0003334,CUST000720,2026-08-20,1679.41,Mobile App,West
ORD0015400,CUST003310,2026-07-28,72.73,Marketplace,South
ORD0018117,CUST003945,2025-11-13,104.36,Mobile App,West
ORD0017383,CUST003772,2025-04-23,219.75,Marketplace,North
ORD0008827,CUST001912,2024-12-17,90.98,Marketplace,South
ORD0012569,CUST002741,2025-07-02,127.69,Mobile App,East
ORD0017078,CUST003698,2025-05-16,136.0,Web,North
ORD0012055,CUST002605,2025-08-25,161.14,Web,West
ORD0006441,CUST001384,2026-05-20,694.18,Store,South
ORD0015620,CUST003365,2025-12-08,42.49,Web,Central
ORD0007308,CUST001561,2025-09-02,565.62,Web,East
ORD0015758,CUST003397,2025-11-17,47.76,Marketplace,West
ORD0002228,CUST000469,2026-05-12,63.7,Store,West
ORD0013631,CUST002957,2024-10-20,76.87,Marketplace,East
ORD0000946,CUST000200,2026-06-26,61.53,Mobile App,Central
ORD0001275,CUST000266,2025-10-06,47.38,Web,East
ORD0004465,CUST000944,2026-01-03,104.39,Mobile App,South
ORD0013572,CUST002947,2026-05-02,127.52,Mobile App,West
ORD0009758,CUST002110,2026-02-20,40.85,Marketplace,Central
ORD0008974,CUST001948,2025-05-29,33.6,Mobile App,Central
ORD0006825,CUST001456,2026-03-07,50.5,Marketplace,South
ORD0016068,CUST003460,2025-02-14,17.7,Marketplace,South
ORD0008257,CUST001780,2025-10-19,34.93,Marketplace,Central
ORD0007556,CUST001620,2025-09-04,158.06,Mobile App,East
ORD0015657,CUST003373,2025-09-14,53.93,Marketplace,West
ORD0009544,CUST002064,2025-07-27,26.61,Marketplace,Central
ORD0010243,CUST002209,2025-06-26,74.75,Store,West
ORD0016437,CUST003557,2026-06-05,74.63,Marketplace,South
ORD0009658,CUST002087,2026-07-29,77.82,Marketplace,East
ORD0002789,CUST000595,2025-12-16,72.63,Marketplace,North
ORD0001181,CUST000248,2025-11-19,24.58,Store,South
ORD0008194,CUST001765,2025-02-01,43.78,Store,West
ORD0014575,CUST003163,2025-05-24,224.74,Web,East
ORD0005382,CUST001157,2025-01-14,59.64,Mobile App,Central
ORD0003494,CUST000747,2026-06-03,23.98,Web,North
ORD0005000,CUST001075,2024-12-08,62.34,Web,East
ORD0001460,CUST000297,2026-07-18,680.38,Web,West
ORD0006134,CUST001318,2026-06-16,61.68,Store,East
ORD0007677,CUST001645,2026-05-14,61.82,Mobile App,East
ORD0008214,CUST001768,2026-04-05,118.27,Mobile App,South
ORD0014268,CUST003106,2025-12-22,39.96,Mobile App,South
ORD0009859,CUST002125,2025-10-08,58.39,Web,Central
ORD0011369,CUST002453,2024-11-26,35.1,Mobile App,Central
ORD0013574,CUST002947,2026-02-22,24.94,Mobile App,West
ORD0001587,,2025-02-16,22.35,Store,Central
ORD0001396,CUST000283,2025-11-28,93.68,Store,North
ORD0009565,CUST002068,2025-07-25,-1310.51,Marketplace,East
ORD0010116,CUST002181,2024-12-04,35.73,Marketplace,Central
ORD0003890,CUST000821,2024-12-23,46.82,Mobile App,East
ORD0017961,CUST003901,2026-02-14,99.45,Mobile App,Central
ORD0014723,CUST003189,2025-04-09,48.39,Mobile App,Central
ORD0012215,CUST002652,2025-12-19,84.4,Web,North
ORD0017264,CUST003745,2024-12-16,49.16,Store,East
ORD0011553,CUST002501,2026-07-17,67.62,Mobile App,North
ORD0013790,CUST002998,2026-04-20,66.84,Store,North
ORD0013008,CUST002828,2026-02-09,54.01,Store,North
ORD0003300,CUST000711,2026-05-02,1621.95,Web,South
ORD0009999,CUST002152,2024-12-13,-55.7,Store,South
ORD0005810,CUST001245,2025-11-22,35.04,Mobile App,West
ORD0011093,CUST002387,2026-02-06,570.67,Mobile App,North
ORD0003033,CUST000647,2026-06-12,63.98,Web,West
ORD0003904,CUST000826,2026-02-14,94.42,Mobile App,West
ORD0002095,CUST000442,2026-01-28,80.18,Marketplace,North
ORD0004470,CUST000945,2025-12-30,32.6,Store,North
ORD0002183,CUST000456,2026-03-16,108.53,Web,North
ORD0014149,CUST003086,2025-12-29,-8.65,Marketplace,East
ORD0004460,CUST000943,2025-01-15,153.31,Mobile App,Central
ORD0015462,CUST003321,2025-01-12,68.42,Store,West
ORD0015589,CUST003353,2025-06-05,26.57,Web,East
ORD0008197,CUST001766,2026-08-07,116.48,Marketplace,West
ORD0016205,CUST003502,2025-11-29,23.74,Web,North
ORD0012901,CUST002810,2026-05-29,35.86,Marketplace,East
ORD0016259,CUST003514,2024-12-14,1294.58,Web,North
ORD0002246,CUST000472,2025-10-09,67.06,Store,North
ORD0001485,CUST000303,2026-01-10,56.51,Mobile App,East
ORD0014665,CUST003179,2025-08-02,56.56,Mobile App,Central
ORD0016294,CUST003524,2025-06-07,63.88,Store,Central
ORD0007723,CUST001655,2025-10-03,44.01,Marketplace,Central
ORD0003648,CUST000771,2025-08-21,26.0,Marketplace,East
ORD0018079,CUST003940,2024-12-03,170.0,Store,West
ORD0018177,,2026-05-18,36.49,Marketplace,North
ORD0003832,CUST000810,2026-08-02,698.37,Mobile App,East
ORD0010460,CUST002255,2026-08-14,758.22,Store,North
ORD0017582,CUST003814,2025-07-05,125.31,Marketplace,West
ORD0005246,CUST001131,2025-09-14,364.47,Web,East
ORD0007480,CUST001602,2024-12-16,59.19,Mobile App,East
ORD0015072,CUST003256,2025-01-11,49.49,Web,West
ORD0015162,CUST003269,2026-06-18,-817.72,Web,Central
ORD0011298,CUST002433,2026-01-31,4.87,Web,South
ORD0015033,CUST003249,2024-11-22,82.18,Store,Central
ORD0012249,CUST002661,2025-01-29,48.15,Store,East
ORD0017239,CUST003741,2025-06-26,39.5,Mobile App,West
ORD0000469,CUST000098,2025-03-06,56.47,Web,South
ORD0000028,CUST000006,2025-08-02,612.32,Store,Central
ORD0011073,CUST002384,2024-09-02,60.33,Store,West
ORD0012368,CUST002696,2025-12-18,81.04,Mobile App,West
ORD0004148,CUST000885,2026-06-22,99.09,Marketplace,North
ORD0000806,CUST000169,2026-04-19,296.3,Web,East
ORD0015666,CUST003374,2025-03-18,52.88,Web,North
ORD0007977,CUST001716,2024-11-13,37.72,Mobile App,West
ORD0008261,CUST001781,2026-03-28,67.16,Marketplace,South
ORD0008382,CUST001811,2025-08-02,12.98,Marketplace,Central
ORD0017307,CUST003758,2026-03-18,99.7,Web,West
ORD0015924,CUST003433,2025-04-18,434.96,Store,East
ORD0001144,CUST000237,2025-08-14,35.18,Mobile App,Central
ORD0012692,CUST002769,2025-02-11,33.94,Marketplace,South
ORD0002738,CUST000585,2024-12-24,56.47,Web,North
ORD0014725,CUST003189,2025-02-07,31.51,Mobile App,Central
ORD0015733,CUST003393,2025-11-20,1044.85,Mobile App,North
ORD0006276,CUST001349,2025-09-24,85.84,Marketplace,North
ORD0017382,CUST003772,2025-06-09,494.7,Mobile App,North
ORD0013869,CUST003015,2026-01-17,29.25,Store,East
ORD0007036,CUST001502,2025-05-06,384.41,Mobile App,North
ORD0014716,CUST003189,2026-04-15,19.66,Store,Central
ORD0003743,CUST000795,2026-06-26,93.53,Marketplace,East
ORD0000084,CUST000018,2025-06-26,53.48,Marketplace,North
ORD0000926,CUST000196,2025-04-14,71.56,Mobile App,West
ORD0013561,CUST002944,2025-12-23,60.56,Store,North
ORD0016777,CUST003636,2025-07-02,86.02,Marketplace,South
ORD0014622,CUST003171,2025-12-17,1344.81,Mobile App,East
ORD0015958,CUST003439,2025-09-03,83.85,Mobile App,Central
ORD0015999,CUST003445,2025-04-21,77.18,Mobile App,South
ORD0002537,CUST000540,2025-03-01,63.47,Store,West
ORD0014360,CUST003126,2024-08-31,41.27,Web,North
ORD0007158,CUST001526,2024-10-22,85.66,Web,Central
ORD0011252,CUST002421,2025-10-26,34.95,Marketplace,Central
ORD0017087,CUST003699,2026-01-27,189.18,Mobile App,Central
ORD0014634,CUST003174,2026-05-08,421.16,Store,East
ORD0010134,CUST002186,2026-07-07,67.26,Marketplace,South
ORD0002799,CUST000597,2024-11-22,31.81,Mobile App,Central
ORD0017585,CUST003814,2025-02-23,119.73,Marketplace,West
ORD0018012,CUST003920,2026-02-01,59.22,Marketplace,South
ORD0015316,CUST003296,2025-02-17,1834.26,Marketplace,North
ORD0005941,CUST001271,2025-06-05,1127.03,Store,Central
ORD0014419,CUST003139,2025-07-02,54.08,Web,East
ORD0010306,CUST002220,2025-07-31,29.23,Store,Central
ORD0002325,CUST000488,2026-07-05,17.01,Marketplace,East
ORD0010409,CUST002242,2026-06-18,24.74,Web,West
ORD0010407,CUST002241,2026-02-18,60.2,Marketplace,West
ORD0006509,CUST001394,2026-05-01,81.85,Web,East
ORD0015332,CUST003300,2026-06-27,83.95,Marketplace,North
ORD0005047,CUST001090,2026-06-25,50.34,Store,South
ORD0004885,CUST001045,2025-07-18,171.98,Mobile App,Central
ORD0016076,CUST003463,2026-08-21,172.71,Web,East
ORD0014699,CUST003185,2025-01-07,297.26,Web,South
ORD0016592,CUST003597,2025-04-03,107.27,Store,East
ORD0013074,CUST002848,2026-03-11,0.0,Store,North
ORD0009647,CUST002084,2025-05-20,55.07,Store,North
ORD0006287,CUST001350,2024-12-29,52.81,Mobile App,West
ORD0005332,CUST001151,2025-07-08,94.63,Marketplace,Central
ORD0008953,CUST001943,2025-10-14,42.34,Marketplace,Central
ORD0011324,CUST002441,2025-05-09,429.7,Store,East
ORD0011736,CUST002539,2025-03-23,312.14,Web,North
ORD0009755,CUST002109,2025-11-13,18.64,Marketplace,East
ORD0004503,CUST000955,2025-08-02,72.93,Mobile App,Central
ORD0003981,CUST000845,2026-06-28,35.73,Marketplace,East
ORD0015725,CUST003391,2024-09-14,24.17,Web,North
ORD0006726,CUST001436,2025-11-16,923.65,Store,East
ORD0006662,CUST001425,2025-09-25,48.95,Mobile App,South
ORD0014705,CUST003186,2026-01-30,48.88,Marketplace,East
ORD0012394,CUST002701,2026-01-08,21.08,Mobile App,East
ORD0017298,CUST003755,2025-11-10,18.62,Marketplace,East
ORD0015170,CUST003269,2024-12-18,630.34,Store,Central
ORD0006225,CUST001337,2025-03-21,30.72,Mobile App,South
ORD0017980,CUST003905,2026-02-18,78.64,Mobile App,East
ORD0012191,CUST002641,2025-04-13,96.14,Mobile App,East
ORD0007030,CUST001502,2026-08-18,614.05,Marketplace,North
ORD0000876,CUST000188,2026-08-01,58.9,Mobile App,North
ORD0013333,CUST002897,2026-05-29,440.93,Mobile App,West
ORD0013257,CUST002887,2026-04-15,59.71,Marketplace,North
ORD0010361,CUST002231,2026-03-07,74.6,Marketplace,North
ORD0017669,CUST003839,2025-03-15,31.67,Mobile App,South
ORD0015349,CUST003303,2025-09-30,71.74,Web,North
ORD0003022,CUST000643,2025-01-29,124.86,Store,Central
ORD0013111,CUST002858,2026-04-13,24.98,Marketplace,Central
ORD0016027,CUST003454,2026-01-03,78.18,Marketplace,West
ORD0006936,CUST001478,2025-11-06,1239.31,Store,North
ORD0001048,CUST000218,2026-06-18,34.01,Marketplace,Central
ORD0005413,CUST001161,2025-04-02,158.29,Store,West
ORD0013214,CUST002877,2026-04-15,18.42,Mobile App,North
ORD0009483,CUST002053,2026-03-16,23.37,Web,West
ORD0008067,CUST001738,2025-11-06,29.4,Web,East
ORD0004354,CUST000921,2025-06-04,113.56,Store,West
ORD0011117,CUST002390,2025-12-26,39.33,Mobile App,Central
ORD0000795,CUST000164,2024-09-25,214.73,Marketplace,South
ORD0003746,CUST000795,2025-12-25,47.87,Web,East
ORD0010032,CUST002160,2025-08-31,113.72,Web,West
ORD0009341,CUST002023,2025-08-10,62.27,Mobile App,West
ORD0002803,CUST000599,2026-04-09,341.36,Web,South
ORD0009699,CUST002097,2025-05-24,70.24,Store,Central
ORD0016975,CUST003680,2025-09-11,120.39,Web,North
ORD0009376,CUST002033,2026-04-30,18.24,Marketplace,Central
ORD0008130,CUST001757,2025-08-27,68.71,Store,South
ORD0016263,CUST003515,2025-04-07,37.88,Mobile App,West
ORD0002195,CUST000457,2025-11-24,817.65,Marketplace,Central
ORD0015751,CUST003394,2025-02-24,131.85,Web,North
ORD0003043,CUST000650,2026-08-11,176.32,Web,South
ORD0013590,CUST002949,2025-03-05,265.89,Web,Central
ORD0001044,CUST000217,2025-03-10,100.83,Mobile App,East
ORD0009091,CUST001974,2026-07-17,53.43,Store,West
ORD0015377,CUST003307,2026-05-05,144.89,Store,North
ORD0007460,CUST001598,2026-02-21,31.98,Web,Central
ORD0017147,CUST003713,2026-08-16,630.68,Marketplace,Central
ORD0016946,CUST003671,2026-05-28,86.36,Mobile App,South
ORD0004279,CUST000908,2026-01-14,-60.8,Store,West
ORD0016093,CUST003465,2024-11-28,92.91,Marketplace,North
ORD0001881,CUST000399,2026-04-28,141.64,Marketplace,Central
ORD0005450,CUST001169,2025-06-22,24.56,Store,West
ORD0018020,CUST003923,2026-02-05,50.22,Marketplace,North
ORD0012575,CUST002742,2025-03-21,15.47,Store,North
ORD0001776,CUST000376,2025-06-17,67.77,Marketplace,North
ORD0014656,CUST003178,2026-06-04,11.43,Marketplace,East
ORD0017214,CUST003735,2025-05-06,45.15,Web,East
ORD0016232,CUST003511,2026-04-22,789.99,Mobile App,South
ORD0017747,CUST003862,2024-11-24,71.93,Web,Central
ORD0010163,CUST002194,2026-06-08,39.11,Marketplace,West
ORD0007020,CUST001497,2024-12-31,89.39,Web,South
ORD0016292,CUST003524,2025-11-19,30.69,Web,Central
ORD0013905,CUST003025,2025-09-27,143.25,Mobile App,North
ORD0014196,CUST003096,2025-02-09,126.63,Mobile App,West
ORD0014879,CUST003218,2026-07-29,71.04,Web,East
ORD0012270,CUST002666,2025-02-22,36.3,Web,South
ORD0000200,CUST000039,2025-12-29,33.17,Mobile App,South
ORD0004398,CUST000929,2025-09-01,98.66,Mobile App,West
ORD0005501,CUST001182,2025-02-09,80.59,Mobile App,South
ORD0000555,CUST000116,2024-10-15,11.26,Store,Central
ORD0015164,CUST003269,2025-12-25,1180.78,Web,Central
ORD0000346,CUST000075,2026-03-24,112.42,Marketplace,Central
ORD0016530,CUST003586,2025-02-28,8.52,Store,North
ORD0012054,CUST002605,2025-09-26,-140.14,Store,West
ORD0004177,CUST000888,2025-01-28,39.32,Marketplace,Central
ORD0002237,CUST000469,2024-12-16,237.71,Marketplace,West
ORD0009809,CUST002118,2024-09-22,151.82,Marketplace,West
ORD0015869,CUST003420,2025-04-14,15.31,Mobile App,West
ORD0002155,CUST000454,2026-05-27,97.64,Web,West
ORD0004937,CUST001054,2024-12-14,26.15,Web,West
ORD0014191,CUST003096,2026-01-14,30.88,Web,West
ORD0006741,CUST001439,2025-05-07,21.88,Store,South
ORD0003693,CUST000785,2026-05-24,455.8,Mobile App,South
ORD0006946,CUST001481,2026-05-14,48.84,Web,East
ORD0000832,CUST000175,2025-01-25,60.23,Marketplace,North
ORD0007986,CUST001720,2025-06-15,42.33,Store,South
ORD0017472,CUST003794,2025-07-22,56.66,Store,North
ORD0011243,CUST002419,2024-10-27,42.63,Web,West
ORD0011571,CUST002503,2025-11-21,552.1,Store,West
ORD0012282,CUST002668,2025-02-17,218.31,Marketplace,North
ORD0002454,CUST000523,2025-11-14,92.62,Mobile App,West
ORD0016731,CUST003627,2024-11-14,61.45,Mobile App,East
ORD0012620,CUST002750,2024-09-15,114.17,Store,West
ORD0017159,CUST003715,2025-04-06,55.42,Mobile App,West
ORD0000361,CUST000076,2025-11-08,9.29,Marketplace,Central
ORD0013540,CUST002941,2026-03-27,625.91,Web,South
ORD0015258,CUST003285,2026-01-01,141.2,Marketplace,West
ORD0006867,CUST001463,2024-10-01,35.47,Mobile App,East
ORD0011922,CUST002581,2024-12-16,184.36,Marketplace,West
ORD0009882,CUST002129,,101.0,Web,South
ORD0014418,CUST003138,2024-10-27,47.92,Store,North
ORD0017326,CUST003761,2025-10-07,584.73,Web,South
ORD0009856,CUST002125,2026-05-14,50.13,Marketplace,Central
ORD0013802,CUST002999,2025-08-02,1119.79,Marketplace,East
ORD0006570,CUST001404,2025-10-02,91.37,Mobile App,East
ORD0014023,CUST003052,2025-08-19,52.6,Store,Central
ORD0016145,CUST003483,2025-08-31,34.65,Web,North
ORD0014366,CUST003128,2025-12-25,111.84,Web,North
ORD0014087,CUST003070,2025-10-15,38.94,Store,Central
ORD0004561,CUST000968,2026-01-06,97.61,Marketplace,South
ORD0005614,CUST001205,2025-12-25,174.73,Mobile App,West
ORD0006832,CUST001457,2026-02-18,-64.3,Marketplace,North
ORD0005590,CUST001196,2026-01-11,84.09,Mobile App,North
ORD0017441,CUST003788,2025-02-03,69.13,Marketplace,Central
ORD0014895,CUST003220,2026-01-07,8.46,Web,West
ORD0007793,CUST001669,2024-12-05,83.65,Marketplace,North
ORD0005928,CUST001268,2024-09-09,421.32,Web,South
ORD0003109,CUST000665,2026-06-17,19.37,Mobile App,South
ORD0017733,CUST003860,2025-01-29,36.67,Web,North
ORD0006649,CUST001423,2026-02-25,29.98,Marketplace,East
ORD0003255,CUST000700,2026-02-22,29.59,Marketplace,Central
ORD0012750,CUST002780,2025-03-12,211.36,Mobile App,Central
ORD0005333,CUST001151,2025-05-19,128.83,Marketplace,Central
ORD0014539,CUST003158,2025-11-20,78.52,Web,Central
ORD0001509,CUST000310,2025-08-04,39.71,Web,East
ORD0002873,CUST000614,2026-01-29,478.68,Web,East
ORD0006346,CUST001365,2026-02-24,49.64,Marketplace,South
ORD0011245,CUST002420,2025-09-29,8.0,Store,North
ORD0005184,CUST001117,2026-06-30,172.05,Mobile App,South
ORD0004125,CUST000877,2026-02-27,21.83,Marketplace,South
ORD0003439,CUST000735,2025-03-03,80.65,Marketplace,West
ORD0011370,CUST002454,2024-11-20,27.52,Marketplace,North
ORD0012481,CUST002723,2025-12-29,45.6,Store,North
ORD0013558,CUST002944,2026-05-12,-45.41,Marketplace,North
ORD0004217,CUST000894,2024-09-09,63.06,Mobile App,South
ORD0015532,CUST003343,2024-11-18,85.35,Store,East
ORD0016854,CUST003653,2026-01-12,28.21,Store,East
ORD0014638,CUST003174,2025-09-28,795.38,Mobile App,East
ORD0002735,CUST000584,2026-04-08,17.6,Marketplace,North
ORD0009839,CUST002122,2025-01-31,168.12,Store,North
ORD0015653,CUST003372,2025-06-19,123.42,Web,North
ORD0001712,CUST000363,2025-11-16,103.28,Store,West
ORD0008824,CUST001912,2025-04-26,34.63,Mobile App,South
ORD0010374,CUST002233,2025-01-12,228.72,Marketplace,North
ORD0004790,CUST001016,2025-01-25,,Web,North
ORD0006689,CUST001431,2025-09-21,71.67,Marketplace,North
ORD0016573,CUST003595,2024-11-21,282.12,Marketplace,West
ORD0008355,CUST001807,2025-07-12,100.27,Web,Central
ORD0004036,CUST000852,2024-09-10,,Mobile App,South
ORD0017371,CUST003768,2025-04-02,72.9,Mobile App,Central
ORD0017258,CUST003745,2025-11-08,62.2,Store,East
ORD0010663,CUST002304,2026-05-18,12.94,Mobile App,North
ORD0004258,CUST000903,2025-09-09,56.49,Mobile App,East
ORD0005702,,2025-01-11,76.3,Web,North
ORD0013279,CUST002889,2024-10-01,60.36,Web,South
ORD0013102,CUST002854,2026-06-07,62.84,Web,Central
ORD0001255,CUST000264,2026-04-17,83.29,Mobile App,West
ORD0014973,CUST003236,2026-06-30,35.0,Web,Central
ORD0013343,CUST002900,2026-02-11,157.71,Marketplace,East
ORD0017017,CUST003686,2025-07-05,63.65,Marketplace,South
ORD0008362,CUST001808,2026-01-19,38.3,Marketplace,Central
ORD0002123,CUST000447,2025-02-23,950.81,Store,East
ORD0002674,CUST000568,2026-08-05,87.06,Marketplace,North
ORD0011519,CUST002492,2026-04-25,37.49,Store,West
ORD0003954,CUST000838,2024-08-30,737.68,Marketplace,North
ORD0001517,CUST000312,2026-04-12,33.23,Mobile App,North
ORD0014579,CUST003164,2024-10-14,61.84,Mobile App,South
ORD0007733,CUST001657,2026-04-14,71.57,Store,Central
ORD0000792,CUST000164,2025-07-03,95.42,Store,South
ORD0008290,CUST001784,2024-09-15,86.1,Marketplace,South
ORD0007761,CUST001661,2025-07-01,186.0,Store,North
ORD0000338,CUST000074,2026-03-07,24.33,Marketplace,South
ORD0012402,CUST002706,2026-03-16,76.52,Mobile App,West
ORD0009150,CUST001989,2025-03-07,,Marketplace,West
ORD0002345,CUST000497,2025-07-28,15.64,Web,Central
ORD0004005,CUST000849,2025-07-27,43.52,Mobile App,South
ORD0018156,CUST003955,2025-07-18,60.13,Marketplace,South
ORD0012336,CUST002687,2025-09-24,25.86,Store,West
ORD0007672,CUST001644,2025-12-08,13.91,Mobile App,South
ORD0015327,CUST003298,2025-07-26,53.55,Mobile App,East
ORD0007650,CUST001638,2025-09-14,35.22,Mobile App,East
ORD0011611,CUST002513,2026-05-21,56.91,Marketplace,Central
ORD0009294,CUST002014,2025-06-08,18.53,Mobile App,West
ORD0013956,CUST003035,2026-03-21,637.76,Marketplace,East
ORD0013929,CUST003031,2025-02-08,40.36,Web,South
ORD0005750,CUST001236,2026-03-27,57.77,Marketplace,East
ORD0004057,CUST000863,2025-01-22,39.5,Mobile App,Central
ORD0013422,CUST002916,2026-02-07,33.15,Marketplace,West
ORD0000034,CUST000006,2024-11-11,443.03,Marketplace,Central
ORD0001077,CUST000224,2025-12-31,-402.28,Store,Central
ORD0000312,CUST000068,2025-11-27,99.28,Web,East
ORD0017707,CUST003852,2025-11-15,13.61,Store,North
ORD0008087,CUST001743,2025-01-05,227.5,Web,East
ORD0012538,CUST002734,2025-12-17,83.03,Marketplace,East
ORD0005419,CUST001163,2024-08-30,21.22,Marketplace,West
ORD0013608,CUST002953,2026-03-25,62.46,Marketplace,Central
ORD0010679,CUST002310,2024-10-23,13.48,Web,North
ORD0000240,CUST000050,2024-09-23,57.87,Marketplace,West
ORD0016334,CUST003532,2026-03-25,137.27,Web,East
ORD0004877,CUST001044,2026-05-04,116.92,Marketplace,East
ORD0012267,CUST002665,2025-09-21,19.49,Store,South
ORD0017366,CUST003767,2026-04-22,76.44,Marketplace,West
ORD0001746,CUST000371,2025-08-20,124.82,Web,Central
ORD0006905,CUST001472,2025-04-16,140.41,Marketplace,West
ORD0009415,CUST002043,2024-10-13,41.26,Web,South
ORD0004257,CUST000903,2025-09-17,75.95,Mobile App,East
ORD0017633,CUST003829,2025-09-08,18.53,Web,West
ORD0001025,CUST000213,2025-10-16,48.25,Web,Central
ORD0004719,CUST001001,2026-02-19,111.0,Store,East
ORD0009441,CUST002048,2025-12-02,,Web,West
ORD0015816,CUST003410,2025-02-27,87.65,Mobile App,East
ORD0002907,CUST000620,2025-02-17,46.59,Mobile App,West
ORD0017679,CUST003845,2026-07-15,335.07,Web,North
ORD0017037,CUST003690,2026-03-11,148.19,Web,East
ORD0007703,CUST001651,2025-10-28,35.64,Web,South
ORD0012431,CUST002711,2025-09-20,692.1,Web,South
ORD0005708,CUST001227,2026-03-01,107.21,Store,West
ORD0015365,CUST003306,2025-12-04,115.9,Marketplace,East
ORD0009930,CUST002142,2026-02-11,15.29,Store,South
ORD0017731,CUST003860,2025-08-04,47.25,Store,North
ORD0007529,CUST001617,2026-02-24,48.17,Web,East
ORD0004204,CUST000893,2026-06-25,20.91,Marketplace,West
ORD0011106,CUST002388,2025-07-22,58.63,Marketplace,West
ORD0015098,CUST003260,2026-03-19,166.86,Store,South
ORD0014753,CUST003192,2025-01-09,119.7,Mobile App,West
ORD0011301,CUST002434,2026-03-27,25.05,Mobile App,South
