customer_id,archetype,region,signup_date
CUST000706,one_and_done,West,2025-02-12
CUST000707,lapsed,East,2025-10-30
CUST000708,lapsed,North,2025-10-01
CUST000709,occasional,East,2025-01-30
CUST000710,occasional,Central,2026-01-21
CUST000711,whale,South,2024-11-20
CUST000712,one_and_done,West,2025-08-16
CUST000713,lapsed,Central,2025-11-29
CUST000714,lapsed,Central,2025-12-14
CUST000715,lapsed,East,2025-10-10
CUST000716,loyal,South,2024-10-10
CUST000717,one_and_done,West,2026-05-21
CUST000718,loyal,East,2025-08-10
CUST000719,one_and_done,West,2024-12-24
CUST000720,whale,West,2025-09-04
CUST000721,one_and_done,West,2025-06-30
CUST000722,occasional,South,2025-11-30
CUST000723,champion,West,2026-04-27
CUST000724,whale,East,2025-05-10
CUST000725,loyal,Central,2024-10-26
CUST000726,champion,West,2025-08-01
CUST000727,occasional,Central,2025-10-02
CUST000728,loyal,Central,2026-05-02
CUST000729,occasional,Central,2024-10-08
CUST000730,one_and_done,West,2024-11-30
CUST000731,occasional,East,2024-11-07
CUST000732,champion,North,2025-11-22
CUST000733,loyal,South,2025-05-20
CUST000734,occasional,East,2025-10-02
CUST000735,loyal,West,2026-02-17
CUST000736,one_and_done,East,2026-03-10
CUST000737,occasional,East,2025-11-05
CUST000738,occasional,North,2025-07-09
CUST000739,occasional,West,2026-05-07
CUST000740,occasional,East,2025-03-27
CUST000741,champion,North,2025-09-14
CUST000742,loyal,South,2024-11-22
CUST000743,lapsed,Central,2026-01-17
CUST000744,champion,North,2026-06-25
CUST000745,one_and_done,East,2025-12-25
CUST000746,occasional,East,2024-09-18
CUST000747,occasional,North,2025-12-18
CUST000748,occasional,North,2025-03-26
CUST000749,lapsed,Central,2024-12-18
CUST000750,lapsed,East,2026-01-13
CUST000751,occasional,South,2025-05-08
CUST000752,occasional,North,2026-03-10
CUST000753,occasional,East,2025-11-20
CUST000754,occasional,West,2026-01-05
CUST000755,one_and_done,West,2025-04-17
CUST000756,occasional,North,2024-11-25
CUST000757,occasional,West,2026-02-05
CUST000758,lapsed,Central,2026-01-09
CUST000759,champion,South,2025-01-03
CUST000760,occasional,North,2025-09-11
CUST000761,one_and_done,Central,2025-08-06
CUST000762,loyal,East,2025-03-24
CUST000763,champion,West,2026-04-26
CUST000764,loyal,South,2024-11-28
CUST000765,lapsed,South,2025-11-18
CUST000766,champion,South,2025-04-27
CUST000767,loyal,South,2025-10-02
CUST000768,champion,East,2025-02-19
CUST000769,loyal,North,2025-05-29
CUST000770,one_and_done,Central,2026-04-01
CUST000771,occasional,East,2026-03-22
CUST000772,one_and_done,Central,2024-11-24
CUST000773,one_and_done,East,2025-08-02
CUST000774,lapsed,South,2026-01-19
CUST000775,champion,East,2026-04-22
CUST000776,lapsed,North,2026-05-03
CUST000777,one_and_done,Central,2024-10-26
CUST000778,loyal,West,2024-09-16
CUST000779,lapsed,North,2025-10-29
CUST000780,lapsed,East,2026-03-12
CUST000781,occasional,East,2025-10-11
CUST000782,lapsed,South,2026-04-27
CUST000783,occasional,North,2025-07-12
CUST000784,one_and_done,West,2025-05-19
CUST000785,whale,South,2024-09-10
CUST000786,occasional,East,2025-12-20
CUST000787,lapsed,South,2026-03-15
CUST000788,occasional,West,2026-04-29
CUST000789,lapsed,North,2025-11-09
CUST000790,one_and_done,South,2025-06-06
CUST000791,occasional,East,2026-06-15
CUST000792,occasional,East,2025-02-15
CUST000793,occasional,West,2025-09-12
CUST000794,loyal,North,2025-01-22
CUST000795,champion,East,2025-09-10
CUST000796,occasional,West,2026-04-14
CUST000797,champion,South,2026-07-16
CUST000798,loyal,North,2025-07-07
CUST000799,one_and_done,Central,2025-07-19
CUST000800,one_and_done,West,2025-01-08
CUST000801,one_and_done,West,2024-11-24
CUST000802,occasional,West,2026-04-10
CUST000803,lapsed,West,2025-12-23
CUST000804,one_and_done,West,2026-03-08
CUST000805,loyal,East,2026-05-18
CUST000806,loyal,North,2026-07-30
CUST000807,one_and_done,East,2026-06-04
CUST000808,loyal,South,2025-07-29
CUST000809,one_and_done,West,2026-04-16
CUST000810,whale,East,2026-03-17
CUST000811,champion,Central,2026-05-10
CUST000812,champion,East,2025-03-12
CUST000813,whale,East,2025-05-13
CUST000814,one_and_done,Central,2024-09-26
CUST000815,loyal,East,2026-05-14
CUST000816,lapsed,South,2026-03-07
CUST000817,lapsed,South,2025-09-16
CUST000818,one_and_done,Central,2025-05-03
CUST000819,one_and_done,West,2026-05-01
CUST000820,occasional,North,2026-03-05
CUST000821,champion,East,2025-10-09
CUST000822,one_and_done,South,2026-07-19
CUST000823,occasional,West,2025-10-28
CUST000824,one_and_done,North,2025-02-16
CUST000825,lapsed,West,2025-07-28
CUST000826,champion,West,2025-10-01
CUST000827,one_and_done,South,2025-08-24
CUST000828,occasional,North,2024-10-07
CUST000829,lapsed,West,2025-08-01
CUST000830,occasional,South,2025-07-22
CUST000831,one_and_done,Central,2024-10-18
CUST000832,one_and_done,West,2026-04-12
CUST000833,occasional,Central,2026-05-25
CUST000834,one_and_done,East,2025-09-20
CUST000835,one_and_done,Central,2025-12-20
CUST000836,one_and_done,North,2026-03-11
CUST000837,lapsed,South,2026-05-09
CUST000838,whale,North,2024-11-24
CUST000839,occasional,West,2025-05-27
CUST000840,one_and_done,East,2025-04-04
CUST000841,champion,South,2026-05-10
CUST000842,lapsed,South,2025-12-05
CUST000843,one_and_done,West,2025-05-23
CUST000844,occasional,North,2025-07-27
CUST000845,loyal,East,2025-04-01
CUST000846,lapsed,West,2025-04-19
CUST000847,occasional,South,2025-10-15
CUST000848,one_and_done,South,2025-01-29
CUST000849,loyal,South,2026-01-31
CUST000850,whale,East,2026-06-05
CUST000851,loyal,South,2024-10-30
CUST000852,loyal,South,2026-07-16
CUST000853,lapsed,East,2026-01-14
CUST000854,lapsed,North,2026-05-12
CUST000855,occasional,East,2026-02-19
CUST000856,occasional,North,2025-10-28
CUST000857,one_and_done,North,2026-05-02
CUST000858,lapsed,South,2025-09-08
CUST000859,occasional,South,2024-10-20
CUST000860,one_and_done,North,2026-04-27
CUST000861,one_and_done,Central,2024-10-21
CUST000862,one_and_done,South,2025-10-17
CUST000863,lapsed,Central,2025-06-12
CUST000864,one_and_done,Central,2025-09-25
CUST000865,loyal,Central,2025-12-22
CUST000866,lapsed,Central,2026-05-16
CUST000867,lapsed,North,2025-06-11
CUST000868,lapsed,South,2024-10-28
CUST000869,loyal,West,2025-08-01
CUST000870,occasional,East,2025-06-07
CUST000871,one_and_done,North,2025-05-07
CUST000872,champion,East,2025-11-02
CUST000873,whale,Central,2026-05-08
CUST000874,occasional,Central,2025-08-11
CUST000875,one_and_done,South,2024-11-30
CUST000876,lapsed,South,2025-12-24
CUST000877,occasional,South,2024-11-28
CUST000878,occasional,South,2024-12-10
CUST000879,one_and_done,South,2026-02-10
CUST000880,one_and_done,South,2025-06-24
CUST000881,occasional,East,2025-02-23
CUST000882,one_and_done,North,2025-08-19
CUST000883,lapsed,South,2025-03-29
CUST000884,occasional,South,2024-11-01
CUST000885,loyal,North,2025-05-18
CUST000886,occasional,Central,2024-12-22
CUST000887,occasional,West,2025-01-17
CUST000888,loyal,Central,2025-01-09
CUST000889,loyal,East,2024-12-12
CUST000890,one_and_done,North,2026-02-24
CUST000891,occasional,Central,2026-07-19
CUST000892,whale,East,2026-04-15
CUST000893,occasional,West,2026-02-07
CUST000894,loyal,South,2025-04-04
CUST000895,lapsed,East,2025-08-09
CUST000896,lapsed,East,2025-09-06
CUST000897,occasional,South,2026-07-25
CUST000898,occasional,East,2025-04-09
CUST000899,loyal,West,2025-11-19
CUST000900,one_and_done,North,2025-02-14
CUST000901,occasional,North,2026-05-14
CUST000902,occasional,Central,2026-01-06
CUST000903,champion,East,2026-06-23
CUST000904,occasional,Central,2026-01-13
CUST000905,whale,West,2024-10-23
CUST000906,one_and_done,West,2025-08-22
CUST000907,occasional,Central,2025-09-27
CUST000908,loyal,West,2026-01-21
CUST000909,occasional,South,2026-01-27
CUST000910,occasional,East,2025-04-20
CUST000911,lapsed,South,2024-09-10
CUST000912,lapsed,South,2025-02-24
CUST000913,lapsed,West,2025-03-03
CUST000914,whale,North,2025-09-04
CUST000915,whale,West,2026-05-23
CUST000916,whale,East,2025-03-12
CUST000917,loyal,South,2025-01-11
CUST000918,loyal,North,2025-08-08
CUST000919,occasional,West,2026-05-28
CUST000920,one_and_done,Central,2025-03-19
CUST000921,loyal,West,2024-10-25
CUST000922,lapsed,East,2026-02-24
CUST000923,one_and_done,West,2026-04-11
CUST000924,one_and_done,East,2025-03-01
CUST000925,loyal,South,2025-12-11
CUST000926,occasional,South,2025-03-18
CUST000927,loyal,South,2025-03-26
CUST000928,lapsed,Central,2026-01-26
CUST000929,one_and_done,West,2026-07-02
CUST000930,one_and_done,North,2025-07-07
CUST000931,occasional,Central,2025-10-19
CUST000932,occasional,North,2024-12-10
CUST000933,occasional,East,2025-11-23
CUST000934,lapsed,North,2026-02-07
CUST000935,lapsed,South,2024-12-06
CUST000936,occasional,West,2025-03-03
CUST000937,lapsed,Central,2025-05-25
CUST000938,loyal,Central,2024-10-02
CUST000939,lapsed,Central,2025-01-29
CUST000940,loyal,South,2024-12-02
CUST000941,occasional,North,2025-01-18
CUST000942,lapsed,Central,2025-10-23
CUST000943,loyal,Central,2026-06-18
CUST000944,occasional,South,2025-06-01
CUST000945,occasional,North,2025-02-11
CUST000946,occasional,West,2024-09-05
CUST000947,one_and_done,North,2025-04-10
CUST000948,lapsed,North,2025-06-29
CUST000949,lapsed,Central,2025-06-23
CUST000950,occasional,East,2026-05-12
CUST000951,one_and_done,North,2026-07-26
CUST000952,occasional,West,2026-06-30
CUST000953,occasional,South,2024-11-05
CUST000954,loyal,East,2025-01-24
CUST000955,lapsed,Central,2026-01-30
CUST000956,lapsed,South,2025-10-08
CUST000957,lapsed,West,2025-08-27
CUST000958,one_and_done,Central,2026-02-09
CUST000959,occasional,East,2025-10-09
CUST000960,one_and_done,Central,2025-11-30
CUST000961,one_and_done,East,2025-04-01
CUST000962,occasional,East,2025-02-16
CUST000963,loyal,Central,2026-05-24
CUST000964,loyal,West,2025-09-09
CUST000965,whale,Central,2024-09-06
CUST000966,occasional,West,2024-12-01
CUST000967,whale,West,2025-01-22
CUST000968,loyal,South,2025-03-04
CUST000969,one_and_done,South,2026-07-28
CUST000970,occasional,Central,2024-09-18
CUST000971,occasional,West,2025-03-04
CUST000972,champion,South,2024-11-17
CUST000973,loyal,South,2024-11-02
CUST000974,lapsed,West,2026-02-03
CUST000975,occasional,North,2026-07-22
CUST000976,one_and_done,North,2025-04-26
CUST000977,occasional,West,2025-09-13
CUST000978,occasional,South,2026-07-17
CUST000979,one_and_done,West,2026-01-23
CUST000980,loyal,East,2024-09-06
CUST000981,whale,Central,2025-11-19
CUST000982,lapsed,East,2026-01-30
CUST000983,one_and_done,Central,2025-04-29
CUST000984,occasional,Central,2025-04-22
CUST000985,loyal,South,2025-12-11
CUST000986,lapsed,Central,2024-12-14
CUST000987,occasional,West,2025-06-20
CUST000988,champion,North,2026-04-10
CUST000989,occasional,North,2025-12-16
CUST000990,lapsed,South,2024-12-15
CUST000991,one_and_done,North,2026-05-30
CUST000992,lapsed,South,2026-07-23
CUST000993,lapsed,Central,2025-04-28
CUST000994,occasional,East,2025-09-25
CUST000995,lapsed,North,2026-02-05
CUST000996,occasional,East,2025-09-04
CUST000997,one_and_done,South,2026-03-25
CUST000998,champion,Central,2025-11-12
CUST000999,whale,North,2026-02-18
CUST001000,occasional,West,2025-06-16
CUST001001,loyal,East,2025-04-16
CUST001002,occasional,North,2024-10-29
CUST001003,loyal,West,2026-06-14
CUST001004,loyal,East,2025-12-15
CUST001005,one_and_done,West,2026-01-27
CUST001006,occasional,West,2025-06-21
CUST001007,lapsed,West,2025-07-23
CUST001008,occasional,East,2024-11-24
CUST001009,one_and_done,North,2024-10-26
CUST001010,occasional,North,2025-02-05
CUST001011,one_and_done,East,2026-03-14
CUST001012,one_and_done,South,2026-07-03
CUST001013,occasional,West,2024-11-09
CUST001014,whale,East,2024-10-10
CUST001015,occasional,Central,2026-02-06
CUST001016,loyal,North,2026-06-29
CUST001017,one_and_done,South,2025-04-11
CUST001018,lapsed,West,2025-06-14
CUST001019,champion,North,2024-11-16
CUST001020,occasional,South,2025-06-24
CUST001021,lapsed,West,2025-02-14
CUST001022,one_and_done,East,2025-01-27
CUST001023,whale,West,2026-07-25
CUST001024,one_and_done,East,2026-04-19
CUST001025,one_and_done,Central,2025-01-31
CUST001026,occasional,Central,2026-03-28
CUST001027,lapsed,Central,2026-03-09
CUST001028,occasional,North,2025-02-20
CUST001029,one_and_done,East,2026-03-10
CUST001030,occasional,North,2026-04-18
CUST001031,one_and_done,South,2026-07-22
CUST001032,one_and_done,South,2025-09-06
CUST001033,one_and_done,West,2025-05-12
CUST001034,lapsed,East,2025-03-06
CUST001035,occasional,Central,2024-11-05
CUST001036,one_and_done,South,2025-05-02
CUST001037,occasional,West,2025-02-17
CUST001038,occasional,West,2026-03-06
CUST001039,occasional,Central,2025-12-05
CUST001040,loyal,South,2025-12-31
CUST001041,loyal,West,2026-06-16
CUST001042,one_and_done,North,2024-09-21
CUST001043,one_and_done,East,2026-02-13
CUST001044,one_and_done,East,2025-09-20
CUST001045,champion,Central,2025-11-24
CUST001046,occasional,West,2026-06-30
CUST001047,loyal,Central,2024-11-06
CUST001048,lapsed,Central,2026-02-28
CUST001049,lapsed,East,2026-05-22
CUST001050,occasional,West,2025-12-04
CUST001051,one_and_done,North,2026-04-22
CUST001052,loyal,East,2024-08-31
CUST001053,occasional,North,2026-03-21
CUST001054,loyal,West,2026-01-01
CUST001055,occasional,Central,2026-01-23
CUST001056,one_and_done,West,2026-07-13
CUST001057,lapsed,Central,2026-07-22
CUST001058,occasional,South,2025-08-06
CUST001059,one_and_done,Central,2026-02-19
CUST001060,one_and_done,East,2026-06-03
CUST001061,whale,West,2026-01-09
CUST001062,one_and_done,West,2026-01-21
CUST001063,occasional,West,2025-10-08
CUST001064,one_and_done,South,2024-09-05
CUST001065,occasional,West,2025-12-29
CUST001066,whale,West,2025-03-25
CUST001067,occasional,Central,2025-02-09
CUST001068,one_and_done,East,2026-06-26
CUST001069,champion,East,2025-08-15
CUST001070,occasional,East,2025-09-20
CUST001071,lapsed,North,2025-08-10
CUST001072,one_and_done,North,2026-04-02
CUST001073,occasional,North,2025-09-09
CUST001074,lapsed,West,2026-05-06
CUST001075,lapsed,East,2024-10-07
CUST001076,occasional,Central,2025-06-16
CUST001077,one_and_done,West,2026-07-07
CUST001078,occasional,North,2025-08-12
CUST001079,one_and_done,North,2024-10-21
CUST001080,occasional,South,2025-02-26
CUST001081,occasional,Central,2026-01-21
CUST001082,lapsed,North,2024-11-14
CUST001083,lapsed,North,2026-03-24
CUST001084,lapsed,North,2026-02-09
CUST001085,whale,East,2026-04-14
CUST001086,one_and_done,Central,2024-10-23
CUST001087,lapsed,West,2025-03-17
CUST001088,lapsed,East,2025-08-03
CUST001089,occasional,North,2025-04-20
CUST001090,occasional,South,2026-01-31
CUST001091,occasional,East,2026-06-12
CUST001092,one_and_done,South,2024-12-16
CUST001093,occasional,West,2024-09-25
CUST001094,occasional,Central,2026-07-07
CUST001095,one_and_done,South,2026-06-25
CUST001096,occasional,South,2025-07-05
CUST001097,occasional,North,2026-07-01
CUST001098,lapsed,West,2025-03-13
CUST001099,lapsed,East,2024-10-08
CUST001100,loyal,South,2026-01-17
CUST001101,champion,South,2026-01-06
CUST001102,occasional,North,2024-12-04
CUST001103,lapsed,East,2025-11-24
CUST001104,lapsed,West,2026-02-13
CUST001105,loyal,South,2026-06-03
CUST001106,lapsed,North,2024-12-21
CUST001107,loyal,East,2024-10-21
CUST001108,occasional,West,2026-06-07
CUST001109,whale,South,2025-01-15
CUST001110,loyal,South,2026-04-11
CUST001111,loyal,North,2026-04-25
CUST001112,occasional,West,2025-11-07
CUST001113,one_and_done,Central,2025-09-29
CUST001114,lapsed,West,2024-12-11
CUST001115,whale,East,2025-03-29
CUST001116,loyal,West,2026-04-21
CUST001117,loyal,South,2025-06-18
CUST001118,lapsed,North,2024-11-26
CUST001119,occasional,South,2025-04-24
CUST001120,lapsed,West,2026-02-21
CUST001121,one_and_done,West,2026-05-02
CUST001122,loyal,Central,2025-09-18
CUST001123,lapsed,Central,2025-09-04
CUST001124,loyal,South,2025-11-27
CUST001125,occasional,North,2026-05-16
CUST001126,one_and_done,South,2026-05-10
CUST001127,one_and_done,Central,2025-07-26
CUST001128,one_and_done,Central,2024-10-08
CUST001129,one_and_done,North,2025-06-08
CUST001130,whale,North,2025-09-28
CUST001131,whale,East,2024-10-18
CUST001132,one_and_done,West,2025-04-04
CUST001133,loyal,Central,2025-03-16
CUST001134,one_and_done,West,2025-06-24
CUST001135,whale,South,2025-02-12
CUST001136,occasional,North,2025-08-14
CUST001137,occasional,West,2025-05-22
CUST001138,occasional,East,2025-05-26
CUST001139,champion,Central,2025-02-20
CUST001140,one_and_done,East,2024-11-10
CUST001141,occasional,East,2026-01-07
CUST001142,lapsed,South,2025-03-29
CUST001143,lapsed,North,2026-07-09
CUST001144,lapsed,Central,2025-07-24
CUST001145,occasional,Central,2024-11-09
CUST001146,occasional,North,2025-05-06
CUST001147,one_and_done,West,2026-01-25
CUST001148,lapsed,South,2025-06-02
CUST001149,occasional,East,2025-11-23
CUST001150,lapsed,Central,2025-10-01
CUST001151,loyal,Central,2026-02-22
CUST001152,lapsed,North,2025-05-20
CUST001153,loyal,South,2026-03-15
CUST001154,loyal,Central,2025-09-24
CUST001155,one_and_done,Central,2024-10-12
CUST001156,loyal,North,2025-02-16
CUST001157,champion,Central,2025-10-14
CUST001158,champion,East,2024-09-21
CUST001159,occasional,East,2026-07-22
CUST001160,lapsed,North,2024-09-28
CUST001161,champion,West,2025-11-27
CUST001162,one_and_done,West,2025-01-03
CUST001163,lapsed,West,2024-10-06
CUST001164,loyal,West,2025-06-05
CUST001165,loyal,Central,2025-05-30
CUST001166,lapsed,Central,2025-02-22
CUST001167,lapsed,West,2026-02-14
CUST001168,one_and_done,Central,2026-03-29
CUST001169,lapsed,West,2025-12-03
CUST001170,loyal,West,2025-08-30
CUST001171,occasional,East,2025-02-26
CUST001172,one_and_done,West,2026-02-01
CUST001173,occasional,North,2025-07-01
CUST001174,lapsed,East,2026-07-29
CUST001175,one_and_done,East,2026-07-10
CUST001176,lapsed,Central,2024-09-23
CUST001177,occasional,North,2024-12-13
CUST001178,occasional,West,2024-12-04
CUST001179,occasional,North,2025-12-13
CUST001180,occasional,Central,2025-08-06
CUST001181,lapsed,Central,2025-04-15
CUST001182,loyal,South,2026-02-04
CUST001183,loyal,Central,2025-02-25
CUST001184,loyal,East,2025-04-02
CUST001185,loyal,Central,2025-10-19
CUST001186,lapsed,West,2025-09-30
CUST001187,occasional,North,2025-12-28
CUST001188,whale,South,2025-01-15
CUST001189,loyal,East,2024-09-09
CUST001190,one_and_done,South,2024-08-31
CUST001191,occasional,North,2025-02-07
CUST001192,occasional,Central,2025-11-29
CUST001193,lapsed,Central,2025-01-31
CUST001194,whale,East,2026-02-10
CUST001195,lapsed,South,2024-11-11
CUST001196,loyal,North,2026-01-25
CUST001197,occasional,Central,2025-10-22
CUST001198,one_and_done,South,2026-05-27
CUST001199,occasional,North,2026-06-05
CUST001200,one_and_done,South,2025-10-29
CUST001201,one_and_done,East,2025-07-11
CUST001202,one_and_done,West,2026-07-19
CUST001203,lapsed,South,2024-12-16
CUST001204,one_and_done,Central,2026-05-12
CUST001205,champion,West,2024-09-01
CUST001206,champion,Central,2026-01-22
CUST001207,one_and_done,South,2025-11-08
CUST001208,occasional,West,2026-04-11
CUST001209,occasional,South,2024-12-31
CUST001210,occasional,West,2025-03-06
CUST001211,lapsed,West,2026-06-07
CUST001212,lapsed,South,2026-05-19
CUST001213,one_and_done,Central,2025-05-31
CUST001214,occasional,Central,2024-12-02
CUST001215,occasional,Central,2026-05-16
CUST001216,one_and_done,South,2026-02-27
CUST001217,occasional,West,2025-07-15
CUST001218,one_and_done,North,2026-05-16
CUST001219,one_and_done,North,2025-12-30
CUST001220,loyal,Central,2026-07-24
CUST001221,champion,North,2025-08-16
CUST001222,occasional,Central,2025-03-18
CUST001223,lapsed,East,2025-10-16
CUST001224,one_and_done,South,2026-02-02
CUST001225,loyal,North,2025-10-07
CUST001226,lapsed,West,2025-08-09
CUST001227,occasional,West,2026-04-06
CUST001228,occasional,East,2026-05-14
CUST001229,lapsed,Central,2026-03-26
CUST001230,champion,South,2024-09-10
CUST001231,occasional,East,2025-03-12
CUST001232,one_and_done,South,2026-05-05
CUST001233,loyal,East,2026-01-02
CUST001234,one_and_done,North,2025-10-16
CUST001235,occasional,East,2026-03-27
CUST001236,loyal,East,2024-12-12
CUST001237,occasional,East,2024-10-11
CUST001238,occasional,East,2026-02-10
CUST001239,loyal,West,2026-07-20
CUST001240,loyal,East,2026-01-26
CUST001241,lapsed,South,2025-06-19
CUST001242,occasional,South,2025-01-12
CUST001243,occasional,West,2025-12-06
CUST001244,champion,Central,2026-01-21
CUST001245,occasional,West,2026-02-07
CUST001246,occasional,West,2026-07-29
CUST001247,one_and_done,Central,2026-07-22
CUST001248,occasional,Central,2025-10-05
CUST001249,lapsed,East,2025-05-25
CUST001250,lapsed,North,2026-07-23
CUST001251,loyal,West,2026-03-13
CUST001252,loyal,West,2024-11-02
CUST001253,loyal,South,2024-09-06
CUST001254,one_and_done,Central,2025-05-08
CUST001255,loyal,Central,2025-07-31
CUST001256,lapsed,South,2025-06-18
CUST001257,lapsed,East,2025-11-14
CUST001258,lapsed,North,2026-03-12
CUST001259,one_and_done,North,2025-11-10
CUST001260,whale,South,2025-03-29
CUST001261,champion,South,2025-04-24
CUST001262,occasional,South,2025-04-13
CUST001263,occasional,North,2025-05-31
CUST001264,lapsed,East,2026-06-19
CUST001265,one_and_done,West,2025-05-19
CUST001266,lapsed,South,2024-11-22
CUST001267,loyal,East,2025-05-03
CUST001268,whale,South,2025-06-21
CUST001269,occasional,West,2026-02-25
CUST001270,occasional,West,2025-01-23
CUST001271,whale,Central,2025-09-18
CUST001272,occasional,North,2026-01-28
CUST001273,occasional,Central,2025-08-23
CUST001274,one_and_done,South,2026-05-07
CUST001275,loyal,North,2024-10-21
CUST001276,occasional,West,2025-03-27
CUST001277,loyal,North,2025-12-15
CUST001278,loyal,North,2025-01-22
CUST001279,lapsed,Central,2026-06-24
CUST001280,one_and_done,South,2025-11-03
CUST001281,occasional,East,2025-05-02
CUST001282,occasional,South,2026-07-15
CUST001283,occasional,North,2025-03-22
CUST001284,one_and_done,North,2025-01-05
CUST001285,lapsed,North,2025-06-11
CUST001286,lapsed,East,2026-03-09
CUST001287,occasional,East,2025-02-22
CUST001288,occasional,North,2025-12-06
CUST001289,occasional,South,2025-03-03
CUST001290,one_and_done,South,2025-05-18
CUST001291,occasional,East,2026-05-27
CUST001292,one_and_done,Central,2026-05-23
CUST001293,one_and_done,West,2026-07-21
CUST001294,occasional,Central,2026-06-11
CUST001295,occasional,North,2026-01-03
CUST001296,occasional,South,2026-07-14
CUST001297,loyal,West,2024-10-13
CUST001298,loyal,South,2024-10-28
CUST001299,one_and_done,Central,2026-04-02
CUST001300,occasional,East,2025-12-26
CUST001301,occasional,South,2025-02-27
CUST001302,one_and_done,Central,2025-04-25
CUST001303,lapsed,East,2025-06-19
CUST001304,occasional,Central,2024-09-07
CUST001305,lapsed,East,2025-05-17
CUST001306,lapsed,North,2025-04-19
CUST001307,one_and_done,West,2025-08-14
CUST001308,one_and_done,North,2025-07-29
CUST001309,champion,West,2026-01-09
CUST001310,lapsed,East,2025-08-01
CUST001311,occasional,West,2024-10-27
CUST001312,lapsed,Central,2025-11-10
CUST001313,one_and_done,East,2026-04-29
CUST001314,champion,Central,2025-06-07
CUST001315,champion,North,2025-01-28
CUST001316,one_and_done,North,2024-09-28
CUST001317,one_and_done,Central,2025-07-17
CUST001318,champion,East,2025-01-26
CUST001319,one_and_done,East,2026-02-06
CUST001320,lapsed,North,2025-10-08
CUST001321,occasional,South,2025-10-11
CUST001322,occasional,West,2025-12-11
CUST001323,champion,Central,2025-03-17
CUST001324,lapsed,Central,2024-11-20
CUST001325,occasional,East,2025-12-15
CUST001326,lapsed,East,2026-04-27
CUST001327,occasional,North,2024-12-31
CUST001328,one_and_done,North,2024-12-14
CUST001329,occasional,East,2024-10-15
CUST001330,loyal,East,2026-02-03
CUST001331,lapsed,North,2025-03-15
CUST001332,occasional,East,2025-03-18
CUST001333,one_and_done,West,2025-01-24
CUST001334,whale,Central,2025-01-13
CUST001335,whale,Central,2024-10-03
CUST001336,lapsed,South,2025-09-01
CUST001337,loyal,South,2026-06-08
CUST001338,one_and_done,Central,2026-03-19
CUST001339,lapsed,West,2024-11-18
CUST001340,occasional,South,2024-12-17
CUST001341,loyal,West,2026-07-24
CUST001342,lapsed,North,2025-11-16
CUST001343,occasional,East,2026-02-10
CUST001344,one_and_done,South,2025-12-19
CUST001345,whale,Central,2025-05-10
CUST001346,one_and_done,North,2025-08-08
CUST001347,occasional,Central,2025-08-29
CUST001348,occasional,South,2025-09-30
CUST001349,occasional,North,2025-05-08
CUST001350,loyal,West,2025-04-09
CUST001351,lapsed,West,2026-07-01
CUST001352,lapsed,North,2026-04-26
CUST001353,occasional,North,2025-12-05
CUST001354,occasional,North,2025-09-30
CUST001355,lapsed,East,2024-09-02
CUST001356,champion,North,2024-11-14
CUST001357,one_and_done,West,2025-05-03
CUST001358,occasional,North,2026-07-06
CUST001359,one_and_done,West,2026-05-22
CUST001360,loyal,Central,2025-09-14
CUST001361,one_and_done,West,2025-06-16
CUST001362,occasional,Central,2025-04-25
CUST001363,one_and_done,Central,2026-04-23
CUST001364,champion,North,2024-11-17
CUST001365,occasional,South,2025-08-20
CUST001366,one_and_done,West,2025-06-11
CUST001367,occasional,South,2026-07-04
CUST001368,loyal,West,2024-12-31
CUST001369,loyal,West,2025-07-16
CUST001370,occasional,Central,2026-02-26
CUST001371,loyal,South,2025-12-20
CUST001372,lapsed,South,2025-11-27
CUST001373,occasional,North,2026-07-13
CUST001374,lapsed,South,2024-10-10
CUST001375,whale,South,2025-01-15
CUST001376,loyal,East,2024-11-18
CUST001377,one_and_done,East,2025-11-26
CUST001378,lapsed,Central,2025-07-06
CUST001379,one_and_done,West,2025-09-14
CUST001380,occasional,West,2025-09-02
CUST001381,occasional,North,2025-06-14
CUST001382,champion,East,2025-09-19
CUST001383,one_and_done,West,2025-02-05
CUST001384,whale,South,2026-06-20
CUST001385,whale,East,2026-03-19
CUST001386,champion,West,2024-11-14
CUST001387,one_and_done,West,2024-11-21
CUST001388,occasional,Central,2025-01-05
CUST001389,lapsed,East,2025-11-15
CUST001390,champion,South,2025-09-15
CUST001391,lapsed,South,2026-07-14
CUST001392,lapsed,West,2026-01-17
CUST001393,loyal,East,2025-03-10
CUST001394,champion,East,2025-12-03
CUST001395,lapsed,North,2025-08-29
CUST001396,loyal,East,2026-05-06
CUST001397,one_and_done,South,2025-08-18
CUST001398,lapsed,East,2025-03-13
CUST001399,one_and_done,Central,2025-06-26
CUST001400,occasional,West,2025-07-07
CUST001401,occasional,East,2024-10-29
CUST001402,loyal,Central,2026-02-18
CUST001403,whale,Central,2026-01-03
CUST001404,occasional,East,2025-05-21
CUST001405,loyal,West,2025-08-29
CUST001406,occasional,South,2024-09-14
CUST001407,whale,Central,2026-06-20
CUST001408,loyal,South,2026-05-07
CUST001409,lapsed,South,2025-12-04
CUST001410,one_and_done,North,2025-09-14
CUST001411,lapsed,Central,2024-11-15
CUST001412,whale,South,2025-08-20
CUST001413,lapsed,Central,2025-09-28
CUST001414,lapsed,North,2026-04-06
